S.No,Type (QP-NOS /NOS/Expository),Sector,Name of the QP,QPRef.ID,NSQF Level,Contains Electives/Options,Number of Electives/ Options,Elective/Option Name,Compulsary NOS Count,Elective/Optional NOS count,Total No. of NOS,Version No.,Educational Qualification,Theory (hours) for Compulsory NOSs,Practical (hours) for Compulsory NOSs,Total Hours for Compulsory NOSs,Elective/Option Theory (hours),Elective/Option Practical (hours),GRAND TOTAL Minimum hours duration for QP,Mandatory OJT ,Recommended OJT ,Curriculum Available ,PH Available,FG Available,Job Roles in PMKVY 2.0,Job Roles in PMKVY 2.0 (9th SC Remarks),Job Roles in PMKVY 2.0 (2018-20),Job Roles Readiness for CSSM,Job Roles in PMKVY CSSM (FY 2018-20),89 Curriculum/Content,CSSM MES,Available on SMART Portal,QRC Approval Date,MC Approval/Upload Date,NSQC Approval Status,DLI Status,QP Uploaded on NSDC Website,NAPS Paired & Embedded QPs,QP Retirement Planned (Yes/Tentative),Retirement Announcement Date,Retirement Not Before Date,Remarks,
1982,QP-NOS,Rubber,Bicycle/Rickshaw Tyre Building Operator-Monoband,RSC/Q0501,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,Yes,,,7th Meeting,,National Occupational Standards,,,,,,
1983,QP-NOS,Rubber,Bicycle/Rickshaw Tyre Building Operator-TBMHel,RSC/Q0502,4,,,,7,,7,1,"10th Class ,Preferably- 18 years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1984,QP-NOS,Rubber,Tyre Building Operator-Solid Tyres,RSC/Q0503,4,,,,7,,7,1,"10th Class ,Preferably- 18 Years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1985,QP-NOS,Rubber,Tyre Building Operator - Off the Road Tyre,RSC/Q0504,4,,,,7,,7,1,"10th Class ,Preferably-18 Years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1986,QP-NOS,Rubber,Quality Control Inspector- Extrusion ,RSC/Q0624,5,,,,5,,5,1,"12th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1987,QP-NOS,Rubber,Extrusion Supervisor ,RSC/Q0601,5,,,,7,,7,1,"12th Class/Diploma/ITI/Graduate in Science, Desirable ",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1988,QP-NOS,Rubber,Latex Thread Extrusion Operator,RSC/Q0602,4,,,,7,,7,1,"10th Class ,Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1989,QP-NOS,Rubber,Quality Control Inspector -Calendering ,RSC/Q0730,5,,,,5,,5,1,"12th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1990,QP-NOS,Rubber,Junior Rubber Technician / Technical Assistant,RSC/Q0831,3,,,,3,,3,1,Class VII,140,210,350,,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,Paired QP 1,,,,,
1991,QP-NOS,Rubber,Senior Rubber Technician,RSC/Q0832,6,,,,3,,3,1,"12th Class/ITI Diploma, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1992,QP-NOS,Rubber,Dip Solution Preparation Operator,RSC/Q1001,4,,,,6,,6,1,"10th Class/ITI, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
1993,QP-NOS,Rubber,Synthetic Cord Dipping Operator,RSC/Q1002,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1994,QP-NOS,Rubber,Ply Cutting Operator,RSC/Q1101,4,,,,7,,7,1,"10th Class ,Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
1995,QP-NOS,Rubber,Wire Cutting Operator,RSC/Q1102,4,,,,7,,7,1,"10th Class/ITI, Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1996,QP-NOS,Rubber,Slitting Operator,RSC/Q1103,4,,,,7,,7,1,"10th Class ,Preferably, ITI-18 Years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1997,QP-NOS,Rubber,Bead Room Operator,RSC/Q1104,4,,,,7,,7,1,"10th Class/ITI, Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
1998,QP-NOS,Rubber,Stock-Component-Bead Preparation Supervisor,RSC/Q1105,5,,,,5,,5,1,"10th Class/ITI, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
1999,QP-NOS,Rubber,Building Operator-Hoses ,RSC/Q1201,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2000,QP-NOS,Rubber,Building Operator-Conveyor Belts,RSC/Q1202,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
2001,QP-NOS,Rubber,Building Operator-V belts for Transmission ,RSC/Q1203,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2002,QP-NOS,Rubber,Building Operator-Cables,RSC/Q1204,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2003,QP-NOS,Rubber,Building Operator-Footwear,RSC/Q1205,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
2004,QP-NOS,Rubber,Building Operator-Rubber to Metal Bonding,RSC/Q1206,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
2005,QP-NOS,Rubber,Building Operator-Sports Goods,RSC/Q1207,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2006,QP-NOS,Rubber,Building Operator-Rubber Roller,RSC/Q1208,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2007,QP-NOS,Rubber,Finishing Supervisor,RSC/Q1503,5,,,,7,,7,1,"12th Class/Diploma/ITI/Graduate in Science, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2008,QP-NOS,Rubber,Finishing Operator (Latex),RSC/Q1504,4,,,,5,,5,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
2009,QP-NOS,Rubber,Packaging Operator,RSC/Q1601,4,,,,6,,6,1,10th Class /ITI,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
2010,QP-NOS,Rubber,Storage Operator,RSC/Q1602,4,,,,6,,6,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2011,QP-NOS,Rubber,Dispatch Operator,RSC/Q1603,4,,,,6,,6,1,"10th Class/ITI, Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2012,QP-NOS,Rubber,Rubber Product Assembler ,RSC/Q1604,3,,,,6,,6,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2013,QP-NOS,Rubber,Warehouse Supervisor,RSC/Q1605,5,,,,6,,6,1,"Diploma (Any, Engineering, Arts, Commerce)",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2014,QP-NOS,Rubber,Sorting/Packing Operator (Latex),RSC/Q1606,4,,,,5,,5,1,"10th Class/ITI, Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2015,QP-NOS,Rubber,Foam Wrapping Operator,RSC/Q1607,4,,,,7,,7,1,10th Class /ITI,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2016,QP-NOS,Rubber,Emulsion Maker,RSC/Q1701,4,,,,7,,7,1,"10th Class/ITI, Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
2017,QP-NOS,Rubber,Latex Compounder,RSC/Q1702,4,,,,7,,7,1,"10th Class/ITI, Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2018,QP-NOS,Rubber,Latex Compounding Supervisor,RSC/Q1703,5,,,,5,,5,1,"Diploma/XII/Diploma/ITI, desirable",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2019,QP-NOS,Rubber,Dispersion Maker,RSC/Q1704,4,,,,7,,7,1,"10th Class/ITI, Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2020,QP-NOS,Rubber,Planetary Mixer Operator,RSC/Q1705,4,,,,7,,7,1,"10th Class/ITI, Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
2021,QP-NOS,Rubber,Continuous Foaming Machine Operator,RSC/Q1706,4,,,,7,,7,1,"10th Class/ITI, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2022,QP-NOS,Rubber,Coagulant Bath Operator,RSC/Q1707,4,,,,7,,7,1,"10th Class/ITI, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
2023,QP-NOS,Rubber,Dipping Plant Operator,RSC/Q1801,4,,,,7,,7,1,"10th Class/ITI, Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2024,QP-NOS,Rubber,Stripping Unit Operator,RSC/Q1802,4,,,,7,,7,1,"10th Class ,Preferably, ITI– 18 Years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2025,QP-NOS,Rubber,Tyre Casing Inspection Operator,RSC/Q1901,4,,,,6,,6,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
2026,QP-NOS,Rubber,Tyre Casing Buffing Operator ,RSC/Q1902,4,,,,6,,6,1,"10th Class/ITI, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2027,QP-NOS,Rubber,Tyre Tread Preparation and Building Operator,RSC/Q1903,4,,,,6,,6,1,10th Class /ITI,,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Tentative,25-May-17,,QP will be Rationalised,
2028,QP-NOS,Rubber,Retreaded Tyre Curing Operator,RSC/Q1904,4,,,,7,,7,1,"10th Class ,Preferably– 18 Years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2029,QP-NOS,Rubber,Final Inspection Operator (Retreaded Tyre),RSC/Q1905,4,,,,6,,6,1,"10th Class ,Preferably-18 years",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2030,QP-NOS,Rubber,Tyre Fitter,RSC/Q2001,4,,,,7,,7,1,"10th Class ,Preferably",,,,,,,,,,Yes,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,Yes,23-Aug-17,23-Nov-17,QP will be Rationalised,
2031,QP-NOS,Rubber,Tyre Wheel Balancing and Alignment Operator,RSC/Q2003,4,,,,6,,6,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,7th Meeting,,National Occupational Standards,,,,,,
2032,QP-NOS,Rubber,Rubber Nursery Manager,RSC/Q6001,6,,,,5,,5,1,Diploma - Preferred  ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2033,QP-NOS,Rubber,Rubber Nursery Supervisor,RSC/Q6002,5,,,,5,,5,1,Diploma - Preferred  ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2034,QP-NOS,Rubber,Rubber Nursery Office Assistant,RSC/Q6003,4,,,,3,,3,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2035,QP-NOS,Rubber,Rubber Nursery Worker - Budder,RSC/Q6004,4,,,,3,,3,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2036,QP-NOS,Rubber,Rubber Nursery Worker - General ,RSC/Q6005,4,,,,3,,3,1,"10th Class ,Preferably",80,120,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,8th Meeting,WB2017-18,National Occupational Standards,,,,,,
2037,QP-NOS,Rubber,General Worker (CENEX),RSC/Q6101,3,,,,3,,3,1,"8th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2038,QP-NOS,Rubber,General Worker (Ribbed smoked sheet Trading),RSC/Q6102,3,,,,2,,2,1,"8th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2039,QP-NOS,Rubber,Latex Harvest Technician (Tapper),RSC/Q6103,4,,,,3,,3,1,"10th Class ,Preferably",80,120,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,7th Meeting,WB2017-18,National Occupational Standards,,,,,,
2040,QP-NOS,Rubber,Storage assistant (Ribbed smoked sheet Trading),RSC/Q6104,4,,,,4,,4,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2041,QP-NOS,Rubber,Rubber Plantation Manager,RSC/Q6105,6,,,,7,,7,1,Diploma - Preferred  ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2042,QP-NOS,Rubber,Rubber Plantation Supervisor,RSC/Q6106,5,,,,4,,4,1,Diploma - Preferred,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2043,QP-NOS,Rubber,General Worker - Rubber Plantation,RSC/Q6107,4,,,,3,,3,1,High School Education,80,120,200,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,8th Meeting,WB2017-18,National Occupational Standards,,,,,,
2044,QP-NOS,Rubber,Field Assistant - Latex Harvest,RSC/Q6108,4,,,,3,,3,1,"12th Class, Prefreably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2045,QP-NOS,Rubber,Field Supervisor - Latex Harvest ,RSC/Q6109,5,,,,4,,4,1,Diploma in Agriculture - Preferred,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2046,QP-NOS,Rubber,Manager - Production (CENEX),RSC/Q6110,6,,,,7,,7,1,Graduation - Preferred  ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2047,QP-NOS,Rubber,Supervisor - CENEX,RSC/Q6111,5,,,,7,,7,1,Diploma - Preferred,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2048,QP-NOS,Rubber,Factory Manager Technically Specified Rubber,RSC/Q6112,6,,,,7,,7,1,Degree in Chemical / Mechanical Engineering - desirable,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2049,QP-NOS,Rubber,Supervisor - Technically Specified Rubber,RSC/Q6113,5,,,,4,,4,1,Diploma - Preferred,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2050,QP-NOS,Rubber,Processing Assistant Technically Specified Rubber,RSC/Q6114,3,,,,3,,3,1,"12th Class, Prefreably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2051,QP-NOS,Rubber,Manager - Rubber sheeting,RSC/Q6115,6,,,,5,,5,1,Diploma - Preferred  ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2052,QP-NOS,Rubber,Processing Supervisor - Rubber sheeting,RSC/Q6116,5,,,,7,,7,1,ITI/Diploma - Preferred  ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2053,QP-NOS,Rubber,Processing Technician - Rubber sheeting,RSC/Q6117,4,,,,5,,5,1,"10th Class ,Preferably",,,,,,,,,,,,,,,,,Yes,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2054,QP-NOS,Rubber,Grader (Ribbed smoked sheet Trading),RSC/Q6125,4,,,,3,,3,1,ITI/Diploma - Desirable ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,RSC/Q6118 changed to RSC/Q6125 on 28/5/18 as per NQR,
2055,QP-NOS,Rubber,Laboratory Assistant / Chemist,RSC/Q0303,3,,,,4,,4,1,Diploma - Preferred  ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2056,QP-NOS,Rubber,Quality Controller  - Technically Specified Rubber,RSC/Q0404,5,,,,4,,4,1,Diploma - Preferred ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2057,QP-NOS,Rubber,Manager QA (CENEX),RSC/Q0403,6,,,,3,,3,1,"12th Class/ITI Diploma, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2058,QP-NOS,Rubber,Saw Mill Technician,RSC/Q6201,4,,,,3,,3,1,ITI/Diploma - Desirable,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2059,QP-NOS,Rubber,Machine Operator,RSC/Q6202,4,,,,3,,3,1,ITI/Diploma - Desirable ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2060,QP-NOS,Rubber,Furniture Assembler,RSC/Q6203,3,,,,3,,3,1,ITI/Diploma - Desirable - Preferred  ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2061,QP-NOS,Rubber,Officer (Purchase / Sale)  Technically Specified Rubber,RSC/Q6301,5,,,,5,,5,1,"12th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2062,QP-NOS,Rubber,Market Analyst cum Supervisor (Ribbed smoked sheet Trading),RSC/Q6302,5,,,,2,,2,1,Graduation - Preferred  ,,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2063,QP-NOS,Rubber,Executive Procurement Ribbed smoked sheet Trading,RSC/Q6303,4,,,,2,,2,1,"12th Class, Preferably",,,,,,,,,,,,,,,,,,,No,,,8th Meeting,,National Occupational Standards,,,,,,
2064,QP-NOS,Rubber,Rubber Calendering Operator,RSC/Q2701,4,,,,8,,8,1,10th Standard,,,,,,,,,,,,,,,,,,,No,23-Aug-17,,23rd Meeting,,National Occupational Standards,,,,,,
2065,QP-NOS,Rubber,Rubber Curing Operator,RSC/Q2201,4,Option,1,O1: Batch Curing,8,1,9,1,10th Standard,140,210,350,20,40,350,,,Yes,,,,,,,,,,No,23-Aug-17,,23rd Meeting,,National Occupational Standards,,,,,,
2066,QP-NOS,Rubber,Rubber Extruder Operator,RSC/Q2601,4,,,,8,,8,1,10th Standard,140,210,350,,,,,,Yes,,,,,,,,,,Yes,23-Aug-17,,23rd Meeting,,National Occupational Standards,,,,,,
2067,QP-NOS,Rubber,Rubber Internal Mixer Operator,RSC/Q0112,4,,,,8,,8,1,10th Standard,,,,,,,,,,Yes,,,,,,,,,Yes,23-Aug-17,,23rd Meeting,,National Occupational Standards,,,,,,
2068,QP-NOS,Rubber,Rubber Pre-Mixing Operator ,RSC/Q0113,4,Option,2,"O1: Carbon Oil Charging, O2: Automated Charging",8,2,10,1,10th Standard,140,210,350,10,20,350,,,Yes,,,,,,,,,,No,23-Aug-17,,23rd Meeting,,National Occupational Standards,,,,,,
2069,QP-NOS,Rubber,Rubber Product Finishing Operator ,RSC/Q3201,4,,,,8,,8,1,10th Standard,140,210,350,,,,,,Yes,,,,,,,,,,No,23-Aug-17,,23rd Meeting,,National Occupational Standards,,,,,,
2070,QP-NOS,Rubber,Rubber Product Reclaim Operator,RSC/Q3702,4,,,,9,,9,1,10th Standard,140,210,350,,,,,,Yes,,,,,,,,,,Yes,23-Aug-17,,23rd Meeting,,National Occupational Standards,,,,,,
2071,QP-NOS,Rubber,Rubber Tube Extruder Operator,RSC/Q2602,4,,,,13,,13,1,10th Standard,140,210,350,,,,,,Yes,,,,,,,,,,No,23-Aug-17,,23rd Meeting,,National Occupational Standards,,,,,,
2072,QP-NOS,Rubber,Tyre Fitter - Servicing and Maintenance,RSC/Q3601,4,,,,9,,9,1,10th Standard,140,210,350,,,,,,Yes,,,,,,,,,,Yes,23-Aug-17,,23rd Meeting,,National Occupational Standards,,,,,,
2073,QP-NOS,Rubber,Whole Tyre Reclaim Operator,RSC/Q3701,4,,,,9,,9,1,10th Standard,140,210,350,,,,,,Yes,,,,,,,,,,Yes,23-Aug-17,,23rd Meeting,,National Occupational Standards,,,,,,
2074,QP-NOS,Rubber,Solid Tyre Moulding Operator,RSC/Q2203,4,,,,9,,9,1,Class VIIIth Pass,,,,,,,,,,,,,,,,,,,No,25-Oct-17,,23rd Meeting,,National Occupational Standards,,,,,,
2075,QP-NOS,Rubber,Pre & Post-Tyre Moulding Operator,RSC/Q2209,4,Option,1,O1: Carry out Post Cure Inflation,8,1,9,1,Class VIIIth Pass,140,210,350,10,20,350,,,Yes,,,,,,,,,,No,25-Oct-17,,23rd Meeting,,National Occupational Standards,,,,,,
2076,QP-NOS,Rubber,Lab Chemist-Rubber,RSC/Q2301,5,,,,8,,8,1,Class XIIth Pass in Science stream,,,,,,,,,,Yes,,,,,,,,,No,25-Oct-17,,23rd Meeting,,National Occupational Standards,,,,,,
2077,QP-NOS,Rubber,Rubber Product-Quality Assurance Supervisor,RSC/Q2401,6,Option,1,O1: Quality assurance of latex products,7,1,8,1,Class XIIth Pass,,,,,,,,,,,,,,,,,,,No,25-Oct-17,,23rd Meeting,,National Occupational Standards,,,,,,
2078,QP-NOS,Rubber,Rubber Adhesive Fabric Dipping Operator,RSC/Q2901,4,,,,8,,8,1,Class VIIIth Pass  ,140,210,350,,,,,,Yes,,,,,,,,,,No,25-Oct-17,,23rd Meeting,,National Occupational Standards,,,,,,
2079,QP-NOS,Rubber,Assembling & Curing Operator-Footwear & Sports Good,RSC/Q3104,4,,,,9,,9,1,Class VIIIth Pass  ,140,210,350,,,,,,Yes,,,,,,,,,,No,25-Oct-17,,23rd Meeting,,National Occupational Standards,,,,,,
2080,QP-NOS,Rubber,Latex Mixing Operator,RSC/Q3401,4,,,,8,,8,1,Class VIIIth Pass  ,,,,,,,,,,,,,,,,,,,No,25-Oct-17,,23rd Meeting,,National Occupational Standards,,,,,,
2081,QP-NOS,Rubber,Rubber Foaming Machine Operator,RSC/Q3403,4,,,,8,,8,1,Class VIIIth Pass  ,,,,,,,,,,,,,,,,,,,No,25-Oct-17,,23rd Meeting,,National Occupational Standards,,,,,,
2082,QP-NOS,Rubber,Latex Dipping Plant Operator,RSC/Q3404,4,,,,8,,8,1,Class VIIIth Pass  ,,,,,,,,,,,,,,,,,,,No,25-Oct-17,,23rd Meeting,,National Occupational Standards,,,,,,
2083,QP-NOS,Rubber,Finishing and Packaging Operator (Latex),RSC/Q3406,4,,,,7,,7,1,Class VIIIth Pass  ,,,,,,,,,,,,,,,,,,,No,25-Oct-17,,23rd Meeting,,National Occupational Standards,,,,,,
2084,QP-NOS,Rubber,Tyre Component Stock Preparation Operator,RSC/Q2509,4,Option,1,O1: Perform  steel cord cutting operation,8,1,9,1,Class VIII,,,,,,,,,,,,,,,,,,,No,20-Dec-17,,23rd Meeting,,National Occupational Standards,,,,,Rationalised QP,
2085,QP-NOS,Rubber,Tyre Retreading - Building & Curing Operator ,RSC/Q3502,4,,,,9,,10,1,Class VIII,,,,,,,,,,Yes,,,,,,,,,No,20-Dec-17,,23rd Meeting,,National Occupational Standards,,,,,Rationalised QP,
2086,QP-NOS,Rubber,Tyre Retreading Inspection and Buffing Operator,RSC/Q3501,4,,,,8,,9,1,Class VIII,,,,,,,,,,Yes,,,,,,,,,No,20-Dec-17,,23rd Meeting,,National Occupational Standards,,,,,Rationalised QP,
2087,QP-NOS,Rubber,Tyre Balancing Operator,RSC/Q3602,4,,,,8,,16,1,Class VIII,,,,,,,,,,,,,,,,,,,No,20-Dec-17,,23rd Meeting,,National Occupational Standards,,,,,Rationalised QP,
2088,QP-NOS,Rubber,Tyre Uniformity Operator,RSC/Q2006,4,,,,7,,7,1,Class VIII,,,,,,,,,,,,,,,,,,,No,20-Dec-17,,23rd Meeting,,National Occupational Standards,,,,,Rationalised QP,
2089,QP-NOS,Rubber,Machine Operator Assistant – Plastics Processing ,RSC/Q4801(CPC/Q0103),3,,,,4,,4,1,8th Standard,180,300,480,,,,,,Yes,Yes,,,,,,,,,,27-Mar-18,,12th Meeting,,National Occupational Standards, , , , ,Rubber-CIPET QPs,
2090,QP-NOS,Rubber,Machine Operator Assistant– Injection Moulding ,RSC/Q4501(CPC/Q0203),3,,,,5,,5,1,8th Standard,180,300,480,,,,,,Yes,Yes,,,,,,,,,,27-Mar-18,,12th Meeting,,National Occupational Standards,,,,,Rubber-CIPET QPs,
2091,QP-NOS,Rubber,Machine Operator Assistant – Blow Moulding ,RSC/Q4101(CPC/Q0403),3,,,,8,,8,1,8th Standard,180,300,480,,,,,,Yes,Yes,,,,,,,,,,27-Mar-18,,12th Meeting,,National Occupational Standards,,,,,Rubber-CIPET QPs,
2092,QP-NOS,Rubber,Machine Operator Assistant – Plastics Sacks ,RSC/Q4802(CPC/Q1103),3,,,,7,,7,1,8th Standard,180,300,480,,,,,,Yes,,,,,,,,,,,27-Mar-18,,12th Meeting,,National Occupational Standards,,,,,Rubber-CIPET QPs,
2093,QP-NOS,Rubber,Machine Operator Assistant – Plastics Extrusion ,RSC/Q4601(CPC/Q0303),3,,,,6,,6,1,8th Standard,180,300,480,,,,,,Yes,,,,,,,,,,,27-Mar-18,,12th Meeting,,National Occupational Standards,,,,,Rubber-CIPET QPs,
2094,QP-NOS,Rubber,Machine Operator Assistant – Plastics Recycling,RSC/Q4901(CPC/Q2903),3,,,,5,,5,1,8th Standard,180,300,480,,,,,,Yes,,,,,,,,,,,27-Mar-18,,12th Meeting,,National Occupational Standards,,,,,Rubber-CIPET QPs,
2095,QP-NOS,Rubber,Machine Operator – CNC Lathe,RSC/Q4201(CPC/Q7003),3,,,,6,,6,1,10th Standard,144,336,480,,,,,,Yes,,,,,,,,,,,27-Mar-18,,12th Meeting,,National Occupational Standards,,,,,Rubber-CIPET QPs,
